Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,label
32.34,976.04,-0.94,-6.37,-2851.64,0.104,0.0009999999999999992,0.982,314.47,0
32.42,975.27,-1.44,-5.980000000000001,-2793.6,0.096,-0.002,0.978,321.16,1
32.94,976.2,-1.05,-0.26,-349.6600000000003,-0.001999999999999999,0.002,0.994,313.13,0
32.18,975.51,35.17,1.64,-787.8899999999999,-0.037,0.577,0.862,319.08,1
31.68,975.58,-1.15,1.8100000000000003,-2005.07,-0.04,0.004,0.998,318.46,0
31.71,975.82,-1.28,-0.57,-252.0300000000002,0.002,0.0,0.993,316.41,0
32.12,975.49,-1.09,-0.84,-758.6300000000001,0.004,0.002,0.995,319.2,0
32.39,975.99,-1.43,-2.83,-3013.77,0.042,-0.006,0.988,314.9,0
35.64,996.82,-1.36,0.3200000000000003,-345.53,-0.009000000000000001,-0.003000000000000001,0.99,137.69,1
36.53,976.29,-1.04,0.81,-208.67000000000007,-0.026999999999999996,0.005,1.011,312.34,1
31.71,975.72,-1.27,-0.55,-1207.06,0.0,-0.004,0.993,317.21,0
31.83,975.91,-1.51,0.6299999999999999,-1109.49,-0.023,-0.006,0.993,315.63,0
35.02,976.34,-1.23,0.56,-153.38999999999987,-0.014,0.0009999999999999992,0.999,311.91,1
32.54,976.19,-1.0,-1.9,-977.5999999999999,0.025,0.006,0.989,313.25,0
32.42,975.25,-1.43,-5.980000000000001,-2813.82,0.092,-0.004999999999999999,0.984,321.29,1
31.67,975.64,-1.25,-0.54,-1637.99,0.0,0.0,1.001,317.9,0
31.43,975.43,-1.24,-6.559999999999999,-2796.47,0.1,-0.002,0.985,319.75,0
28.58,975.45,-1.21,-0.48,-52.72000000000003,-0.004,0.003,1.006,319.54,0
32.34,975.44,-1.53,-0.2899999999999999,-2379.81,-0.006,-0.002,0.998,319.69,0
32.26,975.02,-1.34,-3.8199999999999994,-4205.11,0.057,0.0,0.985,323.27,0
13.91,974.86,-1.22,-3.46,-5280.82,0.052,-0.003000000000000001,0.989,324.62,1
36.58,976.25,-1.09,0.48,-213.49,-0.016,0.0,1.001,312.68,1
31.72,975.85,-1.59,0.6299999999999999,-2459.51,-0.021000000000000005,-0.008000000000000002,1.004,316.13,0
32.32,975.08,-1.31,-4.15,-3618.03,0.065,-0.002,0.995,322.72,0
32.39,976.18,-1.03,-1.85,-1376.75,0.026999999999999996,-0.003000000000000001,0.994,313.34,0
32.32,974.99,-1.31,-3.7,-5209.68,0.057,0.0,0.991,323.53,0
31.71,975.76,-1.29,-0.62,-187.46000000000004,0.002,0.0009999999999999992,0.991,316.93,0
32.29,975.97,-1.4,-5.26,-3835.54,0.082,-0.003000000000000001,0.983,315.15,0
31.8,975.84,-1.51,0.6100000000000001,-1613.74,-0.024,-0.006,0.996,316.25,0
32.23,975.4,-1.26,-1.07,-1738.68,0.01,0.0,0.992,319.97,0
31.67,975.82,-1.64,0.6299999999999999,-2879.17,-0.019999999999999997,-0.006,0.991,316.36,0
32.4,975.42,56.33,6.64,-2198.61,-0.736,-0.248,-0.9549999999999996,319.86,1
32.27,976.15,-1.04,-1.85,-1643.68,0.023,0.0009999999999999992,0.998,313.6,0
32.11,975.44,-1.14,-0.79,-62.99000000000001,0.004,-0.002,0.996,319.68,0
32.25,975.0,-1.31,-3.8099999999999996,-4194.94,0.059,-0.002,0.987,323.42,0
32.16,976.1,-1.06,-1.79,-2533.17,0.023,0.0009999999999999992,0.996,313.96,0
31.82,975.73,-1.22,-0.49,-747.4099999999999,-0.002999999999999999,0.0009999999999999992,1.001,317.16,0
32.26,976.14,-1.02,-1.83,-1891.84,0.024,0.0,0.992,313.62,0
31.69,975.63,-1.19,1.8799999999999997,-1848.62,-0.043,0.0,0.993,317.99,0
32.0,975.99,-1.57,-0.82,-518.3400000000001,0.008,-0.004999999999999999,0.994,314.93,0
32.33,975.95,-1.6,-4.84,-4511.25,0.076,-0.006,0.991,315.28,0
31.69,975.83,-1.27,-0.58,-117.89000000000033,0.002,-0.0009999999999999992,0.995,316.33,0
32.21,976.13,-1.05,-1.7800000000000002,-2325.35,0.027999999999999997,-0.002,0.992,313.75,0
32.22,975.41,-1.21,-1.05,-1588.45,0.01,-0.002,0.99,319.91,0
30.13,975.27,-1.24,-3.710000000000001,-4808.15,0.058,-0.002,0.989,321.1,0
31.7,975.85,-1.56,0.6299999999999999,-2749.22,-0.019000000000000003,-0.008000000000000002,0.994,316.13,0
32.46,976.16,-1.09,-1.89,-1214.21,0.025,0.005,0.989,313.44,0
31.74,975.81,-1.62,0.6299999999999999,-2078.81,-0.019999999999999997,-0.002,0.995,316.51,0
23.18,975.09,-1.25,-3.58,-4606.97,0.051,0.0,0.992,322.64,1
31.74,975.85,-1.6,0.6100000000000001,-2037.79,-0.016,-0.006,0.994,316.14,0
31.76,975.85,-1.57,0.5999999999999999,-1955.74,-0.021000000000000005,-0.006,0.991,316.14,0
32.22,976.03,-1.12,-5.980000000000001,-3187.42,0.096,0.003,0.99,314.56,0
32.23,976.01,-1.02,-5.94,-3081.78,0.096,0.003,0.988,314.8,0
32.5,976.15,-1.03,-1.89,-1043.43,0.026999999999999996,0.0009999999999999992,0.992,313.57,0
32.22,976.13,-1.02,-1.8,-2368.93,0.019000000000000003,0.003,0.987,313.7,0
32.33,975.12,-1.32,-4.14,-3528.89,0.063,-0.004,0.98,322.44,0
32.42,975.27,-1.4,-5.96,-2768.31,0.09399999999999999,-0.0009999999999999992,0.976,321.11,1
32.3,975.13,-1.33,-4.16,-3523.9,0.05999999999999999,0.002,0.983,322.33,0
32.12,975.94,-1.49,-0.82,-57.710000000000036,0.008,-0.007000000000000001,0.998,315.39,0
29.16,975.0,-16.61,3.0600000000000005,-5580.030000000001,-0.285,-0.272,-0.15300000000000002,323.46,1
31.67,975.85,-1.59,0.6299999999999999,-2905.21,-0.019000000000000003,-0.008000000000000002,0.999,316.12,0
32.45,975.94,-1.58,-4.77,-4432.61,0.072,-0.006,0.993,315.34,0
31.67,975.57,43.45,9.33,-2000.11,-0.123,0.93,0.779,318.56,1
31.74,975.85,-1.62,0.6199999999999999,-2094.3,-0.018000000000000002,-0.006,1.0,316.14,0
31.59,975.51,-1.14,1.84,-2242.0,-0.043,0.002,1.005,319.04,0
31.75,975.85,-1.55,0.6299999999999999,-1996.72,-0.021000000000000005,-0.006,0.991,316.14,0
31.73,975.84,-1.58,0.6199999999999999,-2053.11,-0.016,-0.006,0.994,316.26,0
32.27,975.41,-1.29,-1.04,-1396.35,0.006,-0.003000000000000001,0.998,319.94,0
32.06,975.41,-1.26,-6.46,-3063.07,0.101,-0.0009999999999999992,0.979,319.91,0
30.93,975.45,-1.1,-0.57,-75.5,0.005,-0.002,0.992,319.55,0
30.88,975.04,-1.14,0.15999999999999992,-5757.64,-0.009000000000000001,-0.0009999999999999992,0.995,323.1,0
32.23,976.17,-1.04,-1.8,-2083.91,0.025999999999999995,0.004,0.998,313.43,0
17.129999999999995,974.87,-1.27,-3.5599999999999996,-5260.689999999999,0.053,0.002,0.985,324.53,1
29.32,975.51,-1.07,-0.63,-270.1399999999999,0.002,-0.002,1.002,319.09,0
31.82,975.7,-1.22,-0.53,-784.8299999999999,0.004,0.0,0.995,317.43,0
32.33,975.04,-123.25,-17.77,-3658.12,0.646,0.0009999999999999992,-0.9810000000000001,323.08,1
32.44,975.07,-1.26,-3.7700000000000005,-3844.81,0.055,-0.004999999999999999,0.988,322.88,0
32.13,975.99,-1.04,-5.42,-3638.09,0.086,0.003,0.988,314.9,0
32.26,975.37,1.6499999999999997,-13.04,-1892.95,0.373,0.256,1.39,320.23,1
35.54,998.58,-1.28,-0.020000000000000018,-356.18000000000006,-0.006,-0.0009999999999999992,0.994,122.86000000000004,1
31.7,975.87,-1.53,0.6299999999999999,-2588.49,-0.016,-0.006,1.001,315.95,0
31.68,975.86,-1.64,0.6100000000000001,-2884.39,-0.021000000000000005,-0.004999999999999999,0.993,316.06,0
31.68,975.85,-1.6,0.6100000000000001,-2676.63,-0.018000000000000002,-0.004999999999999999,0.994,316.12,0
31.74,975.7,-1.24,-0.55,-1083.4100000000003,-0.001,0.0009999999999999992,0.998,317.44,0
32.03,975.47,-1.13,-0.8,-88.04999999999973,0.005,0.0009999999999999992,0.996,319.44,0
35.7,975.82,-1.31,-0.1499999999999999,-406.51,-0.008,-0.003000000000000001,0.997,316.36,1
24.13,824.04,-1.57,-0.040000000000000036,-129.7199999999998,0.003,0.0009999999999999992,0.969,1709.87,1
31.51,975.42,-1.13,1.82,-2544.13,-0.045,0.004,0.998,319.79,0
31.48,975.43,-1.3,-6.6,-2707.86,0.106,-0.004,0.977,319.73,0
32.23,975.4,-1.26,-1.04,-1515.74,0.007,0.0,1.001,320.04,0
31.96,975.45,-1.16,-0.83,-284.20000000000005,0.005,0.0,1.003,319.54,0
32.04,975.49,-1.07,-0.86,-592.2,0.006,0.005,0.994,319.26,0
32.05,975.46,-1.18,-0.84,-557.04,0.01,-0.0009999999999999992,0.995,319.48,0
31.19,974.93,-1.19,0.1399999999999999,-5792.879999999999,-0.013,-0.002,0.997,324.03,0
31.8,975.87,-1.58,0.6100000000000001,-1649.37,-0.019999999999999997,-0.002,0.996,315.97,0
31.75,975.84,-1.53,0.5999999999999999,-1756.37,-0.018000000000000002,-0.006,0.988,316.23,0
32.12,975.95,-1.53,-0.84,-77.16000000000008,0.005,-0.004999999999999999,0.993,315.28,0
32.09,975.48,-1.15,-0.77,-67.99000000000024,0.003,0.006,0.991,319.33,0
31.73,975.87,-1.58,0.6500000000000001,-2485.07,-0.019999999999999997,-0.004,0.998,315.96,0
31.78,975.77,-1.24,-0.55,-854.22,-0.001999999999999999,0.004,0.995,316.79,0
31.8,975.89,-1.52,0.6299999999999999,-1654.37,-0.017,-0.004,0.997,315.82,0
32.36,976.05,-0.92,-6.320000000000001,-2836.84,0.102,0.002,0.986,314.43,0
38.08,975.39,-1.07,-0.17999999999999994,-44.559999999999945,-0.002999999999999999,0.0,0.998,320.05,1
31.84,975.93,-1.51,0.6199999999999999,-1139.52,-0.021999999999999992,-0.006,0.999,315.43,0
20.2,966.1,-1.18,-3.05,-4626.56,0.04,0.0,0.991,400.16,1
34.17,976.19,-1.04,-0.19999999999999996,-251.14999999999986,-0.004,0.0,1.0,313.26,1
32.27,976.13,-1.04,-1.84,-1657.85,0.024,0.003,0.993,313.77,0
32.22,975.46,-1.35,1.03,-881.31,-0.024,0.0,1.004,319.51,0
31.87,975.97,-1.49,0.6199999999999999,-1039.55,-0.019999999999999997,-0.002,0.994,315.13,0
32.65,976.14,-1.05,-0.22000000000000008,-584.95,-0.007000000000000001,0.0,0.99,313.66,0
32.21,975.4,-1.27,-1.05,-1645.46,0.009,0.002,0.995,320.03,0
31.67,975.63,-1.14,1.9000000000000001,-1753.86,-0.043,0.0,1.006,318.05,0
31.73,975.8,-1.6,0.6399999999999999,-2290.08,-0.021000000000000005,0.0,0.996,316.55,0
32.11,975.94,-1.5,-0.82,-106.17000000000007,0.002,-0.003000000000000001,0.992,315.4,0
32.53,976.2,-1.05,-0.26,-824.4299999999998,-0.004,0.003,0.999,313.11,0
32.01,975.96,-1.46,-0.8,-415.6100000000001,0.005,-0.004999999999999999,0.996,315.19,0
31.76,975.84,-1.6,0.6100000000000001,-1807.73,-0.016,0.0,1.007,316.23,0
31.83,975.88,-1.49,0.6299999999999999,-1099.43,-0.016,-0.004999999999999999,1.001,315.86,0
32.61,976.17,-1.05,-0.26,-722.9200000000001,-0.007000000000000001,0.003,0.997,313.38,0
32.53,976.21,-18.05,1.45,-859.8899999999999,0.025,-0.202,0.797,313.02,1
31.98,975.94,-1.43,0.6500000000000001,-669.56,-0.019999999999999997,-0.002,0.999,315.36,0
31.61,974.97,-1.2,0.16999999999999993,-5823.18,-0.014,0.002,0.995,323.7,0
32.15,975.44,-1.28,-0.55,-14.960000000000036,0.0,0.002,0.99,319.66,0
32.32,976.14,-0.98,-1.84,-1577.61,0.022,0.004,0.991,313.64,0
32.54,976.18,-1.08,-0.26,-814.73,-0.004,0.0,0.988,313.3,0
31.04,975.2,-1.29,-3.75,-4899.51,0.054000000000000006,-0.006,0.986,321.72,0
31.99,975.94,-1.44,0.6399999999999999,-737.6300000000001,-0.019000000000000003,-0.006,0.994,315.33,0
32.21,975.42,-1.27,1.1000000000000003,-1097.9900000000002,-0.026999999999999996,-0.002,1.001,319.81,0
31.72,975.82,-1.61,0.6199999999999999,-2356.91,-0.021000000000000005,-0.004999999999999999,1.0,316.37,0
31.73,975.83,-1.59,0.6100000000000001,-2104.63,-0.019999999999999997,-0.006,0.997,316.32,0
34.54,975.81,-1.28,-0.53,-361.6099999999999,0.003,-0.0009999999999999992,0.998,316.45,1
32.23,975.41,-1.32,-1.04,-1598.86,0.007,-0.003000000000000001,0.993,320.04,0
32.48,976.17,-1.08,-1.86,-1076.66,0.025,0.0009999999999999992,0.994,313.42,0
33.49,975.8,-1.24,-0.5,-443.0999999999999,0.0,0.0,0.999,316.61,0
32.14,975.94,-1.4,-5.27,-4158.65,0.084,-0.004,0.983,315.33,0
31.78,975.73,-1.21,-0.53,-864.8899999999999,-0.001,0.0,0.998,317.13,0
29.32,975.43,-1.1,-0.67,-265.28,0.002,-0.0009999999999999992,0.995,319.75,0
32.24,975.95,-1.27,-4.17,-4184.79,0.073,-0.0009999999999999992,0.963,315.32,0
32.44,976.18,-1.04,-1.88,-1242.83,0.025,0.005,0.995,313.32,0
33.52,975.77,-1.28,-0.48,-333.4000000000003,-0.004999999999999999,-0.002,0.999,316.83,1
32.12,975.47,-1.16,-0.85,-687.97,0.002,-0.002,0.994,319.38,0
32.38,975.44,35.01,-5.709999999999999,-2225.27,0.108,0.6,0.865,319.69,1
31.66,975.64,-1.23,1.89,-1743.33,-0.04,0.004,0.995,317.92,0
32.45,975.06,-1.3,-3.79,-3804.2300000000005,0.058,0.0009999999999999992,0.988,322.92,0
31.73,975.8,-1.59,0.6399999999999999,-2423.65,-0.019999999999999997,-0.004999999999999999,0.996,316.56,0
31.73,975.82,-1.6,0.5999999999999999,-2197.36,-0.019000000000000003,-0.007000000000000001,0.992,316.39,0
32.49,975.22,-46.34,10.57,-3018.86,0.504,0.255,2.055,321.55,1
32.23,976.0,-1.18,-5.47,-3485.54,0.086,-0.0009999999999999992,0.985,314.86,0
32.15,976.0,-1.02,-5.42,-3628.29,0.086,0.0,0.979,314.88,0
32.24,976.15,-1.09,-1.82,-2132.31,0.025,0.003,0.993,313.6,0
32.47,976.2,-1.01,-1.86,-1081.4500000000003,0.022,0.0,0.998,313.14,0
32.33,976.03,-1.06,-5.57,-3374.93,0.089,0.0,0.983,314.6,0
32.31,975.04,-1.32,-3.8099999999999996,-4128.98,0.058,-0.0009999999999999992,0.992,323.07,0
32.25,976.2,-1.05,-1.83,-2001.95,0.024,0.0009999999999999992,0.992,313.13,0
29.64,975.5,-1.1,-0.72,-275.03999999999996,0.0010000000000000005,-0.003000000000000001,0.998,319.11,0
32.18,975.46,-1.35,1.09,-1032.72,-0.03,-0.0009999999999999992,1.004,319.53,0
32.15,976.09,-1.03,-1.7800000000000002,-2542.89,0.022,0.003,0.99,314.08,0
32.66,976.15,-1.14,-0.52,-31.86999999999989,0.0010000000000000005,0.004,0.994,313.26,0
32.33,976.14,-1.0,-1.84,-1563.35,0.020999999999999998,0.0009999999999999992,0.994,313.68,0
31.7,975.83,-1.31,-0.61,-123.26999999999998,0.003,0.004,0.991,316.35,0
31.47,975.4,-1.3,-6.6,-2749.54,0.103,-0.003000000000000001,0.977,319.98,0
32.43,976.03,-1.11,-5.56,-3325.05,0.089,0.004,0.989,314.62,0
32.42,975.93,-1.56,-4.25,-4277.78,0.05999999999999999,-0.004,0.984,315.48,0
32.07,975.97,-1.48,-0.81,-222.19000000000005,0.008,-0.004999999999999999,0.995,315.14,0
32.65,976.18,-1.04,-0.27,-651.3800000000001,-0.004999999999999999,0.002,0.998,313.33,0
33.68,976.09,-1.05,-1.63,-2692.55,0.020999999999999998,0.003,0.989,314.04,0
32.53,975.33,-1.46,-5.97,-2682.14,0.095,-0.004999999999999999,0.978,320.6,1
32.27,976.04,-0.9,-6.33,-2981.71,0.103,0.003,0.986,314.53,0
32.33,975.41,41.58,19.22,-1181.33,-0.23000000000000004,0.265,0.374,319.9,1
32.23,976.15,-1.05,-1.86,-2127.46,0.023,0.004,0.989,313.57,0
32.22,976.01,-1.04,-5.96,-3066.83,0.09300000000000001,0.004,0.982,314.75,0
17.08,971.63,-1.16,-3.2,-4670.71,0.049,0.002,0.99,352.4,1
31.99,975.94,-1.58,-0.82,-503.5799999999999,0.004,-0.007000000000000001,0.991,315.34,0
32.26,975.08,-1.26,-3.8099999999999996,-4524.55,0.058,0.0,0.987,322.75,0
31.95,975.46,-1.11,-0.8,-248.81000000000017,0.0010000000000000005,0.003,0.995,319.45,0
32.26,976.15,-1.07,-1.8,-1963.62,0.025,0.002,0.994,313.56,0
31.9,975.9,-1.52,0.6100000000000001,-959.8499999999999,-0.019999999999999997,-0.007000000000000001,1.004,315.74,0
34.17,975.48,-1.19,-0.55,-4.4699999999998,0.003,0.004,0.994,319.29,0
32.13,975.95,-1.46,-0.8,-101.32000000000016,0.006,-0.004,0.994,315.27,0
32.2,975.45,-1.34,1.07,-931.8499999999999,-0.025,-0.006,0.999,319.59,0
32.37,975.01,-1.29,-3.7799999999999994,-4413.11,0.055,-0.003000000000000001,0.978,323.35,0
32.33,975.46,-1.33,-8.44,-2044.93,0.134,-0.0009999999999999992,0.971,319.51,1
31.83,975.13,-1.3,-3.7199999999999998,-5001.04,0.056,0.0,0.988,322.34,0
32.32,975.42,-33.08,-18.6,-1280.75,0.518,-0.16,-0.11299999999999999,319.81,1
32.21,976.11,-1.02,-1.8,-2373.77,0.022,-0.003000000000000001,0.985,313.94,0
31.49,975.41,-1.3,-6.6,-2702.59,0.103,-0.002,0.983,319.9,0
34.73,976.08,-1.06,-1.63,-2653.64,0.017,-0.003000000000000001,0.989,314.13,1
32.42,975.27,-1.41,-5.95,-2758.19,0.09399999999999999,-0.002,0.976,321.08,1
31.72,975.84,-1.52,0.6199999999999999,-2346.67,-0.021000000000000005,-0.004999999999999999,0.997,316.22,0
33.47,976.17,-1.02,-0.25,-279.33000000000015,0.0010000000000000005,0.0009999999999999992,0.996,313.43,0
32.43,975.96,-1.42,-2.22,-4384.42,0.025999999999999995,-0.004999999999999999,0.986,315.2,0
31.81,975.87,-1.49,0.6399999999999999,-1507.35,-0.018000000000000002,-0.003000000000000001,0.996,315.99,0
31.91,975.9,-1.49,0.6299999999999999,-920.1399999999999,-0.021000000000000005,-0.004,0.997,315.72,0
29.0,975.41,-1.11,-0.6,-236.19999999999982,-0.001999999999999999,-0.002,0.99,319.95,0
32.29,975.96,-1.59,-4.84,-4612.08,0.074,-0.003000000000000001,0.985,315.16,0
32.48,975.08,-1.24,-3.8,-3788.98,0.054000000000000006,0.003,0.981,322.77,0
32.36,975.42,0.9200000000000002,23.48,-2278.64,-0.057999999999999996,0.91,-0.276,319.82,1
31.82,975.92,-1.51,0.6199999999999999,-1245.12,-0.021000000000000005,-0.006,0.996,315.52,0
29.0,974.97,0.4099999999999999,53.88,-5545.15,-0.952,-0.117,0.676,323.68,1
32.32,975.08,-1.34,-4.16,-3667.84,0.064,-0.002,0.984,322.79,0
31.68,975.65,-1.2,-0.53,-1579.09,-0.001999999999999999,0.0,0.996,317.9,0
32.1,975.92,-1.48,-0.82,-144.90000000000032,0.01,-0.004999999999999999,0.994,315.57,0
24.13,824.04,-1.85,-0.31000000000000005,-66.66999999999985,0.0,0.006,0.989,1709.87,1
32.33,975.95,-1.59,-4.85,-4506.0,0.074,-0.006,0.986,315.32,0
32.25,976.15,-1.05,-1.83,-1762.45,0.019999999999999997,-0.002,0.991,313.58,0
32.25,975.03,-1.32,-3.79,-4220.32,0.053,-0.007000000000000001,0.985,323.19,0
31.98,975.92,-1.42,0.6399999999999999,-722.98,-0.017,-0.004,0.995,315.55,0
32.22,975.37,-1.28,-1.05,-1562.59,0.012,0.0009999999999999992,0.995,320.27,0
29.34,974.99,-8.14,50.37,-5600.73,-0.908,0.01,0.716,323.53,1
31.72,975.73,-1.25,-0.54,-1287.79,0.0010000000000000005,0.004,0.997,317.2,0
35.7,976.16,-1.11,-0.8,-2667.94,0.0010000000000000005,0.006,1.002,313.51,1
32.79,975.44,-1.32,-6.45,-3026.64,0.1,-0.0009999999999999992,0.977,319.66,0
32.41,975.24,-1.41,-5.95,-2788.55,0.096,-0.002,0.974,321.33,1
31.78,975.73,-1.21,-0.51,-992.5900000000001,-0.001,0.002,0.993,317.21,0
31.7,975.7,-1.28,-0.53,-1390.35,0.0010000000000000005,-0.002,0.996,317.42,0
32.19,975.47,-1.31,1.0799999999999998,-916.79,-0.034,-0.002,1.005,319.4,0
32.0,975.96,-1.47,0.6500000000000001,-620.8800000000001,-0.021999999999999992,0.0009999999999999992,0.995,315.16,0
32.24,976.18,-1.07,-1.82,-2055.02,0.023,0.002,0.998,313.31,0
32.06,975.5,-1.05,-0.82,-632.4200000000001,0.005,0.0009999999999999992,0.996,319.15,0
25.67,975.14,-1.27,-3.66,-4617.06,0.053,-0.006,0.989,322.25,1
31.8,975.87,-1.52,0.6199999999999999,-1634.05,-0.019999999999999997,-0.0009999999999999992,0.99,315.99,0
32.47,975.18,-22.54,-4.64,-2909.58,0.087,-0.253,1.561,321.85,1
32.32,975.07,-1.3,-3.8,-4316.73,0.054000000000000006,-0.004999999999999999,0.989,322.85,0
20.46,967.48,-1.29,-3.3899999999999997,-4651.06,0.056,-0.004999999999999999,0.964,388.26,1
32.32,975.46,-1.35,-8.46,-2050.12,0.131,0.0009999999999999992,0.968,319.43,1
31.67,975.57,47.0,-2.38,-1959.58,-0.09200000000000001,0.719,0.676,318.59,1
24.13,824.04,-1.85,-0.030000000000000027,-168.1300000000001,0.003,-0.003000000000000001,0.997,1709.87,1
31.73,975.81,-1.61,0.5999999999999999,-2145.99,-0.019000000000000003,-0.006,0.999,316.48,0
32.21,976.16,-1.07,-1.81,-2209.5,0.022,0.0009999999999999992,0.991,313.51,0
31.84,975.92,-1.52,0.6299999999999999,-1094.4100000000003,-0.021000000000000005,-0.0009999999999999992,0.994,315.55,0
27.98,974.95,-1.28,-3.6799999999999997,-5458.01,0.057,-0.002,0.985,323.9,0
32.14,975.97,-1.05,-5.4,-3643.02,0.083,0.0,0.99,315.07,0
31.81,975.88,-1.55,0.6299999999999999,-1497.24,-0.024,-0.003000000000000001,0.999,315.88,0
32.44,975.06,-1.27,-3.7799999999999994,-3859.98,0.052,-0.004999999999999999,0.987,322.94,0
32.38,975.08,-1.34,-3.8,-4362.37,0.058,-0.004,0.987,322.74,0
31.95,975.15,-1.3,-3.75,-5036.65,0.053,-0.004,0.985,322.15,0
32.05,975.47,-1.15,-0.81,-77.99999999999977,0.006,0.003,0.995,319.44,0
0.0,0.0,-1.36,-0.61,-6.809999999999945,0.0010000000000000005,-0.0009999999999999992,0.998,0.0,1
32.26,976.12,-1.01,-1.84,-1738.55,0.025999999999999995,0.002,0.996,313.8,0
32.23,976.17,-1.03,-1.82,-2064.63,0.019999999999999997,0.0,0.996,313.42,0
31.96,975.46,-1.18,-0.82,-289.2999999999997,0.003,0.0009999999999999992,0.995,319.46,0
32.18,975.45,-1.32,1.09,-1022.6700000000001,-0.026999999999999996,-0.003000000000000001,0.997,319.54,0
28.64,975.37,-1.14,-0.67,-245.75,0.003,0.005,0.997,320.25,0
11.68,970.77,-1.25,-3.5,-5355.85,0.046,0.0,0.99,359.81,1
32.21,975.39,-1.26,-1.04,-1619.54,0.007,0.0009999999999999992,0.993,320.1,0
32.34,975.45,-1.61,-0.31000000000000005,-2390.37,-0.006,-0.006,0.998,319.54,0
31.89,975.93,-1.45,0.6199999999999999,-880.3800000000001,-0.021999999999999992,-0.0009999999999999992,1.001,315.47,0
31.82,975.92,-1.48,0.6100000000000001,-1295.71,-0.017,-0.006,0.994,315.55,0
32.36,975.96,-1.55,-4.33,-4283.09,0.065,-0.008000000000000002,0.984,315.22,0
31.68,975.83,-1.61,0.6100000000000001,-2863.62,-0.018000000000000002,-0.004999999999999999,1.0,316.31,0
32.69,976.01,-4.04,-10.679999999999998,-3208.99,0.189,-0.016,0.971,314.79,0
32.54,976.06,-7.14,77.6,-2739.94,-1.078,0.0009999999999999992,0.23199999999999998,314.31,1
31.86,975.14,-1.26,-3.7199999999999998,-5006.14,0.057,-0.003000000000000001,0.984,322.28,0
31.51,975.47,6.21,72.48,-2575.35,-1.08,0.052,0.279,319.39,1
32.37,976.16,-0.96,-1.83,-1410.12,0.019999999999999997,-0.0009999999999999992,0.994,313.49,0
31.22,975.23,-1.29,-3.74,-4919.73,0.053,-0.0009999999999999992,0.983,321.49,0
35.11,976.21,-1.31,0.19999999999999996,-311.52,-0.012000000000000002,-0.004,1.003,313.03,1
32.38,976.16,-0.99,-1.84,-1371.98,0.020999999999999998,0.002,0.991,313.52,0
32.16,975.94,-1.37,-5.27,-3970.95,0.08,0.0,0.986,315.38,0
32.52,975.93,-1.55,-2.9699999999999998,-4256.33,0.042,-0.006,0.993,315.44,0
32.09,975.51,-1.15,-0.88,-672.81,0.006,0.003,0.992,319.09,0
31.78,975.83,-1.57,0.6399999999999999,-1705.17,-0.021000000000000005,-0.006,0.995,316.34,0
32.1,975.5,-1.15,-0.86,-698.04,0.004,-0.003000000000000001,0.998,319.15,0
31.74,975.86,-1.63,0.6100000000000001,-2063.35,-0.019999999999999997,-0.008000000000000002,0.992,316.08,0
32.23,975.78,-1.23,-0.51,-523.77,0.0,-0.003000000000000001,0.996,316.76,0
32.57,976.02,-1.05,-3.55,-3334.31,0.061,0.009,0.965,314.69,0
32.25,976.13,-1.0,-1.82,-1992.37,0.022,0.0,0.995,313.71,0
31.87,975.87,-1.55,0.6399999999999999,-1019.6500000000001,-0.021000000000000005,-0.007000000000000001,0.991,316.0,0
19.54,974.93,-1.19,-3.3599999999999994,-5330.880000000001,0.045,0.0,0.987,324.07,1
27.85,974.97,-1.28,-3.7,-5452.93,0.052,0.0,0.99,323.7,0
32.39,975.36,-1.54,-0.2899999999999999,-2506.17,-0.006,-0.006,1.001,320.39,0
32.58,976.02,-1.12,-6.26,-3240.4,0.1,0.0,0.986,314.69,0
32.26,976.12,-1.04,-1.84,-1729.08,0.023,-0.002,1.003,313.84,0
31.92,975.48,-1.15,-0.79,-208.56999999999994,0.005,-0.0009999999999999992,1.003,319.35,0
32.28,976.15,-0.99,-1.82,-1786.36,0.022,-0.0009999999999999992,0.995,313.55,0
32.46,975.33,-18.92,37.72,-2560.23,-1.086,-0.055999999999999994,0.591,320.63,1
32.47,976.13,-1.05,-1.88,-1124.09,0.024,0.0009999999999999992,0.995,313.74,0
32.65,976.18,-1.1,-0.52,-12.400000000000091,0.003,0.003,0.989,313.35,0
31.68,975.79,-1.31,-0.61,-101.72000000000003,0.004,-0.0009999999999999992,0.989,316.67,0
32.39,975.97,-1.13,-6.28,-3269.98,0.10499999999999998,-0.002,0.981,315.12,0
26.13,975.49,-1.14,-0.7,-440.5899999999997,0.005,0.002,0.99,319.22,1
32.39,976.02,-1.59,-3.6499999999999995,-3309.04,0.053,-0.006,0.995,314.65,0
32.23,976.01,-1.17,-5.43,-3495.47,0.087,-0.006,0.985,314.8,0
31.95,975.74,-1.25,-0.53,-635.47,0.003,0.002,0.991,317.1,0
31.97,975.93,-1.41,0.6700000000000002,-708.4299999999998,-0.021999999999999992,-0.008000000000000002,0.997,315.42,0
32.3,976.15,-0.98,-1.84,-1596.42,0.020999999999999998,-0.0009999999999999992,0.996,313.59,0
