Date,Time,ESP_ms,Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,Result,Label
2025-09-10,01:04:14.975000,1235154,31.76,975.83,-1.58,0.61,-2012.14,-0.018,-0.004,0.991,316.32,Normal,0
2025-09-10,01:31:57.966000,622542,31.72,975.75,-1.22,-0.54,-1110.26,0.002,-0.003,1.001,316.99,Normal,0
2025-09-10,01:22:06.394000,30951,31.64,975.81,-1.27,-0.59,-53.03,0.003,0.001,0.997,316.45,Normal,0
2025-09-17,00:13:38.407000,2829762,31.92,975.12,-1.32,-3.73,-5026.46,0.056,-0.002,0.988,322.38,Normal,0
2025-09-10,00:02:08.827000,661581,32.47,976.19,-1.02,-1.88,-1119.33,0.022,0.0,0.994,313.26,Normal,0
2025-09-10,01:21:36.123000,1745664,31.68,975.87,-1.61,0.63,-2889.63,-0.02,-0.005,1.002,315.97,Normal,0
2025-09-10,01:48:40.947000,1625544,31.42,975.42,-1.33,-6.61,-2843.2,0.104,-0.003,0.981,319.85,Normal,0
2025-09-17,00:13:50.810000,2910843,32.23,975.06,-1.26,-3.71,-5163.77,0.057,-0.004,0.984,322.96,Normal,0
2025-09-17,00:20:00.169000,3280212,31.44,974.93,-1.15,0.17,-5818.12,-0.012,0.002,0.998,324.06,Normal,0
2025-09-10,00:03:26.900000,739659,32.44,976.18,-1.04,-1.88,-1242.83,0.025,0.005,0.995,313.32,Normal,0
2025-09-16,23:57:31.847000,1931865,32.35,975.08,-1.3,-4.18,-3727.29,0.064,-0.004,0.986,322.77,Normal,0
2025-09-16,23:35:18.557000,598533,32.18,975.44,-1.3,1.06,-1007.64,-0.025,-0.001,1.008,319.65,Normal,0
2025-09-16,23:57:24.677000,1838772,32.3,975.08,-1.31,-4.18,-3573.47,0.059,-0.002,0.993,322.71,Normal,0
2025-09-10,00:31:52.564000,2445363,32.16,975.95,-1.38,-5.26,-3986.55,0.083,0.0,0.991,315.31,Normal,0
2025-09-10,01:31:12.925000,577497,31.76,975.75,-1.24,-0.53,-1029.82,0.003,0.0,0.993,317.03,Normal,0
2025-09-10,01:04:15.077000,1502421,31.73,975.89,-1.58,0.62,-2469.75,-0.024,-0.006,0.994,315.83,Normal,0
2025-09-10,00:36:55.857000,2748666,32.33,975.95,-1.6,-4.84,-4511.25,0.076,-0.006,0.991,315.28,Normal,0
2025-09-10,01:36:40.245000,904824,31.67,975.62,-1.23,-0.49,-1616.59,-0.003,-0.003,0.999,318.14,Normal,0
2025-09-17,00:06:00.254000,2280213,32.3,975.03,-1.3,-3.79,-4098.48,0.055,-0.004,0.987,323.22,Normal,0
2025-09-10,01:30:00.857000,505425,31.78,975.73,-1.26,-0.54,-902.3,0.0,0.0,1.001,317.13,Normal,0
2025-09-10,01:21:35.758000,1565484,31.7,975.86,-1.56,0.65,-2578.16,-0.024,-0.008,0.997,316.09,Normal,0
2025-09-16,23:26:48.054000,88023,31.91,975.48,-1.09,-0.8,-133.16,0.006,0.003,0.998,319.31,Normal,0
2025-09-10,01:04:14.875000,1021941,31.8,975.87,-1.58,0.61,-1649.37,-0.02,-0.002,0.996,315.97,Normal,0
2025-09-10,00:28:10.344000,2223141,32.21,975.98,-0.97,-5.4,-3608.64,0.086,0.0,0.993,314.99,Normal,0
2025-09-10,00:31:04.521000,2397315,32.23,975.96,-1.36,-5.26,-3903.13,0.082,-0.002,0.982,315.18,Normal,0
2025-09-10,00:29:22.410000,2295213,33.76,976.05,-1.43,-5.25,-3725.91,0.081,-0.003,0.986,314.42,Normal,0
2025-09-10,01:04:15.005000,1310229,31.73,975.83,-1.61,0.62,-2140.82,-0.019,-0.006,0.997,316.29,Normal,0
2025-09-10,01:36:28.222000,892812,31.67,975.64,-1.22,-0.53,-1595.09,0.001,0.001,0.987,317.94,Normal,0
2025-09-10,00:39:26.714000,24945,32.17,975.96,-1.41,-0.7,2.35,0.003,-0.002,0.983,315.21,Normal,0
2025-09-10,01:21:54.381000,18939,31.64,975.81,-1.26,-0.58,-31.46,0.002,0.003,0.997,316.45,Normal,0
2025-09-16,23:30:51.297000,331266,32.05,975.47,-1.12,-0.84,-541.92,0.007,0.006,0.994,319.38,Normal,0
2025-09-09,23:51:41.216000,33954,32.66,976.19,-1.14,-0.55,-51.4,0.004,-0.002,0.996,313.2,Normal,0
2025-09-10,01:04:15,1304223,31.73,975.82,-1.63,0.63,-2130.45,-0.02,-0.007,0.991,316.41,Normal,0
2025-09-10,00:25:22.180000,2054973,32.43,976.03,-1.11,-5.56,-3325.05,0.089,0.004,0.989,314.62,Normal,0
2025-09-10,01:21:35.776000,1592511,31.69,975.88,-1.58,0.65,-2624.71,-0.017,-0.006,0.991,315.88,Normal,0
2025-09-09,23:59:17.659000,490410,32.56,976.19,-1.06,-0.24,-751.89,-0.002,0.001,0.997,313.22,Normal,0
2025-09-10,01:04:14.850000,958878,31.8,975.87,-1.49,0.61,-1542.68,-0.019,-0.001,0.995,315.99,Normal,0
2025-09-17,00:20:30.200000,3310242,31.95,974.98,-1.18,0.16,-5868.66,-0.01,0.0,0.994,323.59,Normal,0
2025-09-10,01:47:55.899000,1580499,31.48,975.44,-1.26,-6.63,-2765.17,0.102,0.0,0.983,319.67,Normal,0
2025-09-10,01:04:14.913000,1094013,31.76,975.82,-1.58,0.62,-1771.81,-0.021,-0.002,0.996,316.39,Normal,0
2025-09-10,01:04:14.690000,697617,31.83,975.9,-1.51,0.62,-1104.46,-0.019,-0.009,0.999,315.67,Normal,0
2025-09-10,00:10:14.569000,1130049,32.26,976.16,-1.04,-1.82,-1862.98,0.022,-0.004,0.992,313.44,Normal,0
2025-09-09,23:54:32.376000,205125,33.2,976.21,-0.99,-0.21,-302.84,-0.004,-0.004,0.997,313.09,Normal,0
2025-09-16,23:57:24.571000,1823757,32.33,975.1,-1.33,-4.15,-3548.74,0.061,-0.005,0.981,322.62,Normal,0
2025-09-10,00:10:36.324000,1169088,32.26,976.15,-1.04,-1.83,-1925.29,0.023,0.001,0.999,313.58,Normal,0
2025-09-16,23:20:08.610000,199134,30.28,975.52,-1.11,-0.69,-318.93,0.003,0.001,0.993,318.94,Normal,0
2025-09-17,00:06:00.225000,2247180,32.32,975.02,-1.32,-3.82,-4042.74,0.057,0.001,0.994,323.31,Normal,0
2025-09-16,23:25:38.991000,18954,32.52,975.46,-1.11,-0.52,-26.5,-0.001,0.002,0.999,319.46,Normal,0
2025-09-10,00:28:40.371000,2253171,32.14,975.98,-1.07,-5.41,-3657.86,0.083,0.0,0.989,315.0,Normal,0
2025-09-16,23:14:31.946000,6927,32.11,975.39,-1.22,-0.58,-8.84,0.0,0.002,0.991,320.06,Normal,0
2025-09-10,01:04:14.954000,1178097,31.75,975.84,-1.63,0.63,-1914.78,-0.019,-0.007,0.998,316.25,Normal,0
2025-09-10,01:35:53.167000,838758,31.68,975.68,-1.26,-0.55,-1498.25,0.0,-0.002,0.99,317.6,Normal,0
2025-09-10,01:21:42.365000,6927,31.63,975.81,-1.31,-0.61,-9.83,0.001,0.0,0.999,316.47,Normal,0
2025-09-16,23:41:54.941000,994929,32.22,975.38,-1.25,-1.04,-1790.45,0.012,-0.001,0.999,320.15,Normal,0
2025-09-10,01:44:06.870000,1340259,31.55,975.48,-1.15,1.84,-2431.85,-0.041,0.006,0.997,319.3,Normal,0
2025-09-10,00:37:10.877000,2763681,32.31,975.91,-1.59,-4.84,-4537.6,0.076,-0.008,0.98,315.62,Normal,0
2025-09-10,01:04:14.992000,1277196,31.73,975.84,-1.62,0.61,-2083.96,-0.023,-0.003,1.002,316.25,Normal,0
2025-09-10,00:18:51.804000,1664583,32.9,976.09,-1.07,-1.69,-2726.82,0.023,0.001,0.992,314.09,Normal,0
2025-09-10,00:42:32.903000,211131,32.03,975.96,-1.52,-0.82,-294.84,0.006,-0.011,0.995,315.19,Normal,0
2025-09-10,00:27:04.287000,2157075,32.23,976.01,-1.17,-5.43,-3495.47,0.087,-0.006,0.985,314.8,Normal,0
2025-09-10,01:49:01.962000,1646565,31.46,975.43,-1.29,-6.62,-2879.72,0.102,0.0,0.976,319.72,Normal,0
2025-09-10,01:04:14.940000,1148067,31.77,975.84,-1.6,0.61,-1863.46,-0.016,-0.004,1.002,316.23,Normal,0
2025-09-16,23:42:15.589000,1006941,32.19,975.38,-1.21,-1.05,-1811.1,0.007,-0.003,0.997,320.2,Normal,0
2025-09-10,00:33:13.645000,2526444,32.12,975.94,-1.37,-5.28,-4127.45,0.086,-0.003,0.981,315.36,Normal,0
2025-09-16,23:40:12.841000,892827,32.22,975.37,-1.25,-1.04,-1614.38,0.014,0.001,0.993,320.27,Normal,0
2025-09-10,01:04:15.069000,1478397,31.72,975.87,-1.58,0.63,-2428.76,-0.017,-0.008,0.993,315.96,Normal,0
2025-09-10,00:10:51.337000,1184103,32.26,976.15,-1.01,-1.83,-1949.24,0.022,0.001,0.988,313.55,Normal,0
2025-09-10,01:47:58.896000,1583502,31.46,975.42,-1.29,-6.6,-2770.37,0.107,-0.005,0.978,319.81,Normal,0
2025-09-16,23:11:56.594000,21942,31.91,975.43,-1.26,-0.56,-36.73,-0.002,-0.005,0.996,319.72,Normal,0
2025-09-10,01:25:57.620000,262182,32.75,975.77,-1.3,-0.55,-470.05,0.004,-0.003,0.995,316.8,Normal,0
2025-09-16,23:35:03.543000,583518,32.19,975.46,-1.38,1.07,-982.43,-0.025,-0.006,0.999,319.47,Normal,0
2025-09-10,01:04:15.008000,1325244,31.72,975.8,-1.66,0.61,-2166.56,-0.015,-0.01,1.003,316.56,Normal,0
2025-09-16,23:57:24.707000,1868802,32.32,975.11,-1.34,-4.17,-3622.97,0.061,-0.003,0.982,322.52,Normal,0
2025-09-10,01:04:14.883000,1039959,31.79,975.85,-1.53,0.63,-1679.63,-0.023,-0.007,1.003,316.12,Normal,0
2025-09-10,00:31:34.544000,2427345,32.13,975.92,-1.36,-5.27,-3955.29,0.084,-0.001,0.987,315.54,Normal,0
2025-09-10,00:08:26.827000,922842,32.34,976.14,-1.04,-1.85,-1534.6,0.025,0.005,0.996,313.67,Normal,0
2025-09-16,23:38:24.739000,784719,32.26,975.42,-1.29,-1.05,-1427.64,0.01,0.0,0.995,319.83,Normal,0
2025-09-09,23:58:50.627000,463383,32.6,976.17,-1.1,-0.23,-708.52,-0.009,0.004,0.995,313.43,Normal,0
2025-09-17,00:13:38.420000,2847780,32.03,975.1,-1.21,-3.71,-5056.9,0.055,-0.003,0.988,322.57,Normal,0
2025-09-10,01:04:14.787000,838758,31.82,975.89,-1.51,0.65,-1341.06,-0.016,-0.005,0.993,315.82,Normal,0
2025-09-17,00:19:09.116000,3229161,30.65,974.98,-1.17,0.16,-5732.35,-0.016,0.003,1.001,323.6,Normal,0
2025-09-17,00:06:00.198000,2229162,32.35,975.06,-1.29,-3.81,-4012.37,0.056,-0.002,0.984,322.95,Normal,0
2025-09-10,01:21:36.124000,1751670,31.68,975.84,-1.58,0.64,-2900.03,-0.02,-0.005,0.995,316.25,Normal,0
2025-09-16,23:57:24.567000,1814748,32.33,975.12,-1.3,-4.12,-3533.83,0.06,0.0,0.982,322.41,Normal,0
2025-09-09,23:59:44.690000,517437,32.53,976.21,-1.05,-0.26,-795.33,-0.004,0.002,0.995,313.08,Normal,0
2025-09-17,00:06:00.307000,2376309,32.27,975.05,-1.31,-3.79,-4260.95,0.057,0.0,0.989,323.04,Normal,0
2025-09-17,00:13:38.237000,2808741,31.77,975.17,-1.28,-3.73,-4990.86,0.053,-0.004,0.988,321.99,Normal,0
2025-09-16,23:34:51.522000,571506,32.21,975.44,-1.36,1.07,-962.13,-0.027,-0.006,0.996,319.64,Normal,0
2025-09-10,01:30:30.885000,535455,31.76,975.74,-1.2,-0.52,-955.41,-0.001,0.0,0.998,317.1,Normal,0
2025-09-16,23:35:33.563000,613548,32.18,975.46,-1.35,1.09,-1032.72,-0.03,-0.001,1.004,319.53,Normal,0
2025-09-16,23:53:43.632000,1703637,32.34,975.14,-1.33,-4.15,-3348.46,0.067,-0.002,0.99,322.25,Normal,0
2025-09-10,01:04:14.883000,1042962,31.79,975.86,-1.55,0.63,-1684.76,-0.019,-0.005,0.998,316.09,Normal,0
2025-09-10,01:04:14.792000,850770,31.82,975.89,-1.52,0.62,-1361.27,-0.027,-0.007,0.996,315.76,Normal,0
2025-09-16,23:57:24.704000,1865799,32.32,975.08,-1.31,-4.15,-3618.03,0.065,-0.002,0.995,322.72,Normal,0
2025-09-10,00:30:13.459000,2346264,32.37,975.92,-1.39,-5.26,-3814.73,0.08,-0.004,0.988,315.51,Normal,0
2025-09-10,00:25:49.213000,2082000,32.33,976.03,-1.06,-5.57,-3374.93,0.089,0.0,0.983,314.6,Normal,0
2025-09-10,00:09:36.252000,1109028,32.27,976.13,-0.96,-1.84,-1829.35,0.025,0.001,0.99,313.71,Normal,0
2025-09-10,00:34:04.697000,2577495,32.22,975.95,-1.29,-2.36,-4212.32,0.022,-0.011,0.997,315.24,Normal,0
2025-09-10,01:40:52.491000,1157076,31.66,975.58,-1.16,1.82,-2118.54,-0.04,0.002,0.992,318.5,Normal,0
2025-09-17,00:01:05.063000,2145078,32.43,975.05,-1.26,-3.81,-3870.11,0.057,0.001,0.98,323.0,Normal,0
2025-09-10,00:03:35.911000,748668,32.43,976.18,-1.06,-1.89,-1257.17,0.024,0.006,0.992,313.32,Normal,0
2025-09-10,00:17:12.710000,1565484,32.13,976.14,-1.08,-1.81,-2562.17,0.024,0.001,0.995,313.69,Normal,0
2025-09-16,23:31:21.326000,361296,32.04,975.49,-1.07,-0.86,-592.2,0.006,0.005,0.994,319.26,Normal,0
2025-09-16,23:27:51.118000,151086,31.93,975.51,-1.13,-0.83,-238.78,0.003,0.0,1.001,319.09,Normal,0
2025-09-16,23:41:33.912000,973908,32.23,975.39,-1.26,-1.05,-1754.17,0.012,-0.007,0.989,320.12,Normal,0
2025-09-10,01:41:49.546000,1214133,31.62,975.55,-1.22,1.81,-2216.27,-0.042,0.002,1.013,318.68,Normal,0
2025-09-17,00:06:00.265000,2292225,32.29,975.04,-1.28,-3.79,-4118.81,0.059,-0.005,0.987,323.13,Normal,0
2025-09-10,01:21:36.100000,1700619,31.69,975.86,-1.62,0.63,-2811.48,-0.021,-0.005,0.995,316.09,Normal,0
2025-09-10,00:17:18.716000,1571490,32.14,976.1,-1.08,-1.79,-2571.84,0.025,0.001,0.985,313.99,Normal,0
2025-09-10,00:08:27.078000,1033953,32.25,976.13,-1.05,-1.82,-1710.07,0.024,0.0,0.997,313.74,Normal,0
2025-09-10,01:04:15.025000,1370289,31.73,975.91,-1.61,0.62,-2243.83,-0.024,-0.006,1.002,315.59,Normal,0
2025-09-17,00:01:38.097000,2178111,32.41,975.07,-1.3,-3.82,-3926.2,0.053,-0.002,0.989,322.85,Normal,0
2025-09-16,23:29:09.196000,229164,31.98,975.47,-1.13,-0.86,-370.37,0.005,-0.001,0.987,319.43,Normal,0
2025-09-10,00:22:37.024000,1889808,32.29,976.0,-1.06,-5.93,-3041.8,0.094,0.001,0.984,314.82,Normal,0
2025-09-10,01:04:14.967000,1214133,31.76,975.85,-1.57,0.63,-1976.21,-0.021,-0.008,0.998,316.12,Normal,0
2025-09-10,01:44:22.694000,1367286,31.54,975.48,-1.09,1.84,-2477.76,-0.042,0.0,0.997,319.35,Normal,0
2025-09-17,00:13:38.387000,2820753,31.87,975.14,-1.24,-3.74,-5011.18,0.059,-0.002,0.987,322.22,Normal,0
2025-09-10,01:04:15.077000,1499418,31.72,975.89,-1.63,0.63,-2464.62,-0.02,-0.006,1.0,315.83,Normal,0
2025-09-10,01:37:39.884000,946866,31.65,975.63,-1.15,1.92,-1691.02,-0.039,0.0,1.0,318.02,Normal,0
2025-09-16,23:42:18.965000,1018953,32.19,975.39,-1.3,-1.04,-1831.78,0.009,-0.001,0.992,320.09,Normal,0
2025-09-10,01:21:36.086000,1676595,31.69,975.87,-1.53,0.67,-2769.98,-0.023,-0.007,1.001,316.0,Normal,0
2025-09-10,01:28:21.758000,406326,31.84,975.73,-1.23,-0.52,-726.04,-0.003,0.0,0.998,317.16,Normal,0
2025-09-10,01:31:06.923000,571491,31.77,975.7,-1.23,-0.53,-1019.17,-0.004,0.004,1.004,317.39,Normal,0
2025-09-16,23:39:39.799000,859794,32.22,975.4,-1.22,-1.01,-1557.39,0.007,0.004,0.994,320.0,Normal,0
2025-09-16,23:39:36.799000,856791,32.22,975.39,-1.26,-1.04,-1552.16,0.011,0.001,0.994,320.07,Normal,0
2025-09-10,00:47:48.203000,526446,31.88,975.93,-1.44,0.62,-821.0,-0.018,0.002,0.994,315.41,Normal,0
2025-09-17,00:20:24.187000,3304236,31.89,975.01,-1.14,0.2,-5858.57,-0.011,0.0,1.0,323.36,Normal,0
2025-09-10,01:32:09.970000,634554,31.73,975.72,-1.24,-0.52,-1131.72,-0.002,-0.004,0.992,317.24,Normal,0
2025-09-10,00:16:52.162000,1445364,32.22,976.13,-1.02,-1.8,-2368.93,0.019,0.003,0.987,313.7,Normal,0
2025-09-10,01:04:14.697000,706626,31.84,975.93,-1.51,0.62,-1119.5,-0.016,-0.004,1.0,315.49,Normal,0
2025-09-16,23:18:38.518000,109044,30.3,975.48,-1.14,-0.74,-172.83,0.006,-0.001,0.988,319.29,Normal,0
2025-09-10,01:21:36.092000,1685604,31.69,975.86,-1.57,0.65,-2785.49,-0.022,-0.003,0.996,316.09,Normal,0
2025-09-10,01:31:03.912000,568488,31.77,975.71,-1.14,-0.52,-1013.81,0.002,0.001,0.997,317.36,Normal,0
2025-09-16,23:36:03.598000,643578,32.2,975.42,-1.33,1.1,-1082.92,-0.029,-0.002,0.996,319.82,Normal,0
2025-09-10,01:04:14.869000,1000920,31.8,975.84,-1.51,0.61,-1613.74,-0.024,-0.006,0.996,316.25,Normal,0
2025-09-10,01:46:04.796000,1469388,31.6,975.42,-1.39,-6.57,-2571.81,0.103,0.0,0.981,319.85,Normal,0
2025-09-16,23:08:13.295000,6927,31.44,975.5,-1.19,-0.56,-9.23,-0.002,-0.001,0.997,319.16,Normal,0
2025-09-10,01:04:14.655000,655575,31.86,975.9,-1.53,0.64,-1034.58,-0.022,-0.003,0.997,315.7,Normal,0
2025-09-10,01:48:46.952000,1631550,31.42,975.45,-1.25,-6.61,-2853.6,0.104,0.003,0.981,319.58,Normal,0
2025-09-10,00:22:12.997000,1865784,32.36,976.06,-1.47,-2.96,-3002.54,0.044,-0.003,0.989,314.34,Normal,0
2025-09-16,23:54:43.681000,1763697,32.36,975.08,-1.32,-4.14,-3448.94,0.063,-0.004,0.99,322.75,Normal,0
2025-09-16,23:28:39.166000,199134,31.95,975.49,-1.14,-0.84,-319.81,0.009,-0.001,0.992,319.27,Normal,0
2025-09-10,00:30:46.500000,2379297,32.26,975.94,-1.35,-5.24,-3871.94,0.079,-0.004,0.982,315.39,Normal,0
2025-09-16,23:15:19.304000,15951,31.61,975.4,-1.16,-0.48,-16.8,0.0,0.001,0.993,320.0,Normal,0
2025-09-17,00:13:38.320000,2811744,31.81,975.17,-1.34,-3.74,-4995.97,0.053,-0.002,0.984,321.94,Normal,0
2025-09-10,00:08:27.048000,994914,32.27,976.16,-0.95,-1.82,-1648.38,0.026,0.005,1.001,313.44,Normal,0
2025-09-10,00:11:15.364000,1208127,32.25,976.18,-1.02,-1.81,-1987.59,0.023,-0.001,0.993,313.33,Normal,0
2025-09-17,00:19:12.120000,3232164,30.69,975.01,-1.17,0.2,-5737.37,-0.017,-0.001,0.999,323.35,Normal,0
2025-09-10,00:18:54.808000,1667586,32.85,976.06,-1.07,-1.67,-2731.64,0.02,0.003,0.996,314.34,Normal,0
2025-09-10,01:33:22.052000,706626,31.71,975.73,-1.3,-0.53,-1261.02,-0.004,0.001,0.994,317.2,Normal,0
2025-09-10,01:36:22.216000,886806,31.68,975.64,-1.3,-0.52,-1584.43,0.0,0.002,0.999,317.97,Normal,0
2025-09-10,00:43:59.975000,298218,32.01,975.99,-1.55,-0.84,-430.27,0.005,-0.007,0.992,314.93,Normal,0
2025-09-17,00:06:00.247000,2271204,32.32,975.05,-1.22,-3.82,-4083.26,0.059,-0.003,0.988,323.01,Normal,0
2025-09-10,00:08:27.013000,970890,32.29,976.16,-0.99,-1.85,-1610.67,0.021,0.001,0.991,313.52,Normal,0
2025-09-10,01:38:04.315000,988908,31.66,975.63,-1.16,1.91,-1764.44,-0.039,-0.001,0.999,318.01,Normal,0
2025-09-10,01:22:48.435000,72993,31.7,975.77,-1.29,-0.59,-128.61,0.004,0.001,0.993,316.83,Normal,0
2025-09-10,01:21:36.089000,1679598,31.68,975.88,-1.54,0.61,-2775.17,-0.019,-0.006,0.993,315.85,Normal,0
2025-09-16,23:59:19.960000,2039973,32.38,975.04,-1.32,-3.78,-3692.8,0.058,-0.005,0.983,323.06,Normal,0
2025-09-10,00:25:40.193000,2072991,32.37,976.01,-1.07,-5.53,-3359.96,0.088,-0.001,0.987,314.79,Normal,0
2025-09-10,01:04:14.991000,1274193,31.74,975.81,-1.62,0.63,-2078.81,-0.02,-0.002,0.995,316.51,Normal,0
2025-09-10,01:26:42.663000,307227,32.11,975.77,-1.24,-0.52,-550.44,0.0,0.002,0.996,316.86,Normal,0
2025-09-10,00:08:26.686000,844764,32.37,976.16,-0.96,-1.83,-1410.12,0.02,-0.001,0.994,313.49,Normal,0
2025-09-10,01:04:14.895000,1057977,31.78,975.83,-1.52,0.66,-1710.25,-0.022,-0.008,0.991,316.34,Normal,0
2025-09-17,00:09:26.553000,2646579,28.26,975.22,-1.29,-3.72,-4716.38,0.054,0.0,0.984,321.56,Normal,0
2025-09-16,23:55:01.708000,1781715,32.37,975.1,-1.33,-4.18,-3479.07,0.064,-0.003,0.989,322.59,Normal,0
2025-09-10,01:21:36.105000,1709628,31.69,975.84,-1.63,0.65,-2827.06,-0.019,-0.007,1.001,316.27,Normal,0
2025-09-16,23:59:43.985000,2063997,32.44,975.01,-1.3,-3.82,-3733.3,0.057,-0.003,0.985,323.31,Normal,0
2025-09-10,01:37:39.854000,937857,31.66,975.65,-1.25,-0.56,-1675.63,0.001,-0.003,0.997,317.86,Normal,0
2025-09-16,23:38:51.764000,811746,32.23,975.39,-1.25,-1.02,-1474.33,0.006,0.0,0.994,320.12,Normal,0
2025-09-16,23:29:36.222000,256191,31.99,975.47,-1.12,-0.84,-415.82,0.006,0.0,0.994,319.41,Normal,0
2025-09-10,00:11:27.374000,1220139,32.25,976.17,-0.98,-1.81,-2006.68,0.025,0.0,0.995,313.43,Normal,0
2025-09-10,01:26:45.655000,310230,32.09,975.72,-1.2,-0.52,-555.78,0.0,-0.003,0.993,317.22,Normal,0
2025-09-10,01:23:45.489000,130050,31.71,975.78,-1.28,-0.58,-230.5,0.002,-0.002,0.998,316.71,Normal,0
2025-09-10,01:21:35.793000,1607526,31.68,975.88,-1.6,0.63,-2650.71,-0.02,-0.006,0.996,315.92,Normal,0
2025-09-17,00:17:18.008000,3118050,28.71,974.99,-1.23,-3.73,-5514.04,0.055,-0.001,0.981,323.51,Normal,0
2025-09-10,00:16:52.158000,1436355,32.21,976.15,-1.05,-1.8,-2354.35,0.025,0.0,0.989,313.54,Normal,0
2025-09-10,01:50:11.031000,1715634,33.89,975.47,-1.24,-6.41,-3000.33,0.103,-0.002,0.98,319.41,Normal,0
2025-09-17,00:11:08.640000,2748681,31.03,975.2,-1.26,-3.7,-4889.35,0.056,0.001,0.982,321.75,Normal,0
2025-09-10,01:04:14.940000,1154073,31.75,975.87,-1.55,0.65,-1873.69,-0.02,-0.009,0.997,315.96,Normal,0
2025-09-16,23:42:24.973000,1024959,32.21,975.35,-1.29,-1.04,-1842.15,0.01,-0.003,0.998,320.45,Normal,0
2025-09-16,23:34:18.499000,538473,32.2,975.47,-1.29,1.06,-906.66,-0.027,-0.007,1.001,319.44,Normal,0
2025-09-16,23:40:06.839000,886821,32.22,975.36,-1.27,-1.04,-1604.02,0.01,-0.001,0.994,320.31,Normal,0
2025-09-10,00:16:52.087000,1355274,32.21,976.15,-0.98,-1.84,-2224.03,0.029,0.001,0.992,313.54,Normal,0
2025-09-10,00:47:33.196000,511431,31.92,975.92,-1.46,0.63,-796.31,-0.018,-0.009,0.992,315.56,Normal,0
2025-09-10,00:45:48.094000,406326,32.0,975.95,-1.43,0.67,-625.74,-0.017,-0.004,0.992,315.31,Normal,0
2025-09-10,00:04:05.941000,778698,32.43,976.14,-1.05,-1.86,-1305.07,0.024,0.0,0.987,313.65,Normal,0
2025-09-09,23:57:44.568000,397317,32.66,976.19,-1.05,-0.25,-603.96,-0.003,0.003,0.995,313.21,Normal,0
2025-09-10,00:33:19.648000,2532450,32.12,975.96,-1.41,-5.27,-4137.82,0.084,-0.003,0.983,315.22,Normal,0
2025-09-16,23:57:24.692000,1847781,32.32,975.12,-1.32,-4.15,-3588.34,0.061,-0.007,0.987,322.44,Normal,0
2025-09-16,23:38:09.724000,769704,32.27,975.41,-1.28,-1.05,-1401.55,0.006,0.0,0.99,319.94,Normal,0
2025-09-16,23:59:59.001000,2079012,32.46,975.09,-1.31,-3.82,-3758.67,0.054,-0.003,0.986,322.69,Normal,0
2025-09-10,01:48:25.933000,1610529,31.43,975.41,-1.29,-6.6,-2817.29,0.105,-0.002,0.981,319.92,Normal,0
2025-09-10,00:46:15.120000,433353,31.98,975.94,-1.43,0.65,-669.56,-0.02,-0.002,0.999,315.36,Normal,0
2025-09-10,00:40:35.787000,94014,32.11,975.94,-1.5,-0.82,-106.17,0.002,-0.003,0.992,315.4,Normal,0
2025-09-10,00:46:33.131000,451371,31.98,975.95,-1.41,0.64,-698.71,-0.021,-0.001,0.995,315.26,Normal,0
2025-09-17,00:06:00.228000,2250183,32.36,975.06,-1.25,-3.8,-4047.83,0.056,-0.002,0.991,322.89,Normal,0
2025-09-10,00:37:34.903000,2787705,32.31,975.97,-1.6,-4.87,-4580.14,0.071,-0.006,0.99,315.12,Normal,0
2025-09-17,00:06:00.284000,2328261,32.27,975.03,-1.28,-3.79,-4179.66,0.054,-0.005,0.984,323.22,Normal,0
2025-09-10,00:44:39.022000,337257,31.98,975.94,-1.55,-0.84,-493.69,0.002,-0.009,0.994,315.36,Normal,0
2025-09-10,00:27:16.293000,2169087,32.24,975.99,-0.82,-5.64,-3558.57,0.093,0.004,0.983,314.92,Normal,0
2025-09-10,00:17:03.701000,1556475,32.14,976.07,-1.04,-1.81,-2547.72,0.023,-0.002,0.995,314.21,Normal,0
2025-09-10,00:08:27.071000,1021941,32.26,976.13,-1.0,-1.83,-1691.13,0.021,0.001,0.992,313.77,Normal,0
2025-09-10,00:08:33.191000,1045965,32.26,976.12,-1.04,-1.84,-1729.08,0.023,-0.002,1.003,313.84,Normal,0
2025-09-09,23:51:11.197000,3924,32.64,976.15,-1.1,-0.52,-2.77,0.003,0.006,0.997,313.59,Normal,0
2025-09-10,01:04:14.735000,757677,31.83,975.9,-1.53,0.62,-1204.77,-0.02,-0.007,0.997,315.7,Normal,0
2025-09-10,00:02:47.868000,700620,32.46,976.16,-1.01,-1.85,-1180.89,0.024,0.002,0.993,313.47,Normal,0
2025-09-10,01:45:07.739000,1412331,31.51,975.45,-1.13,1.84,-2554.37,-0.044,0.0,1.002,319.58,Normal,0
2025-09-10,01:04:15.077000,1493412,31.72,975.88,-1.61,0.62,-2454.38,-0.024,-0.003,0.994,315.92,Normal,0
2025-09-10,00:41:05.818000,124044,32.11,975.95,-1.5,-0.81,-154.56,0.005,-0.006,0.995,315.29,Normal,0
2025-09-10,01:26:15.635000,280200,32.37,975.77,-1.23,-0.5,-502.3,0.002,-0.004,0.996,316.84,Normal,0
